Year,Sex,Learning category,Learning sub-category (higher),Learning sub-category (lower),GeoCode,Observation status,Unit multiplier,Unit measure,Value
2018/19,Girls,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),86.7
2018/19,Girls,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),90
2018/19,Girls,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),89.4
2018/19,Girls,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),89.2
2018/19,Girls,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),90.9
2018/19,Girls,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),92.9
2018/19,Girls,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),94
2018/19,Girls,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),89.1
2018/19,Girls,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),91.7
2018/19,Girls,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),91.6
2018/19,Girls,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),92.5
2018/19,Girls,Specific areas of learning ,,,E06000023,Undefined,Units,Percentage (%),76.8
2018/19,Girls,Specific areas of learning ,Literacy,,E06000023,Undefined,Units,Percentage (%),78.2
2018/19,Girls,Specific areas of learning ,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),80.2
2018/19,Girls,Specific areas of learning ,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),78.7
2018/19,Girls,Specific areas of learning ,Mathematics,,E06000023,Undefined,Units,Percentage (%),81.2
2018/19,Girls,Specific areas of learning ,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),82.2
2018/19,Girls,Specific areas of learning ,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),84.6
2018/19,Girls,Specific areas of learning ,Understanding the world,,E06000023,Undefined,Units,Percentage (%),88
2018/19,Girls,Specific areas of learning ,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),89.4
2018/19,Girls,Specific areas of learning ,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),89.3
2018/19,Girls,Specific areas of learning ,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),94.5
2018/19,Girls,Specific areas of learning ,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),92.5
2018/19,Girls,Specific areas of learning ,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),93.9
2018/19,Girls,Specific areas of learning ,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),93.2
2018/19,Boys,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),71.7
2018/19,Boys,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),76
2018/19,Boys,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),80.6
2018/19,Boys,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),81.5
2018/19,Boys,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),81
2018/19,Boys,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),81.6
2018/19,Boys,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),83.9
2018/19,Boys,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),88.2
2018/19,Boys,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),79
2018/19,Boys,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),84.7
2018/19,Boys,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),82.5
2018/19,Boys,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),85.6
2018/19,Boys,Specific areas of learning ,,,E06000023,Undefined,Units,Percentage (%),63.9
2018/19,Boys,Specific areas of learning ,Literacy,,E06000023,Undefined,Units,Percentage (%),66.5
2018/19,Boys,Specific areas of learning ,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),71.3
2018/19,Boys,Specific areas of learning ,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),67.2
2018/19,Boys,Specific areas of learning ,Mathematics,,E06000023,Undefined,Units,Percentage (%),74.9
2018/19,Boys,Specific areas of learning ,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),76.7
2018/19,Boys,Specific areas of learning ,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),78.5
2018/19,Boys,Specific areas of learning ,Understanding the world,,E06000023,Undefined,Units,Percentage (%),80.4
2018/19,Boys,Specific areas of learning ,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),82.8
2018/19,Boys,Specific areas of learning ,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),82.8
2018/19,Boys,Specific areas of learning ,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),93.1
2018/19,Boys,Specific areas of learning ,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),82.1
2018/19,Boys,Specific areas of learning ,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),84.7
2018/19,Boys,Specific areas of learning ,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),84.7
