Year,Parent Site,Site,Species,Value
28/08/2013,Bristol Avon main river,Christian Malford (Te),Dace,33
28/08/2013,Bristol Avon main river,Christian Malford (Te),Pike,1
28/08/2013,Bristol Avon main river,Christian Malford (Te),Gudgeon,10
28/08/2013,Bristol Avon main river,Christian Malford (Te),Barbel,1
28/08/2013,Bristol Avon main river,Christian Malford (Te),3-spined stickleback,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Bullhead,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Stone loach,
28/08/2013,Bristol Avon main river,Christian Malford (Te),Minnow,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Chub,18
28/08/2013,Bristol Avon main river,Great Somerford (Te),Dace,37
28/08/2013,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,4
28/08/2013,Bristol Avon main river,Great Somerford (Te),Gudgeon,11
28/08/2013,Bristol Avon main river,Great Somerford (Te),Roach,4
28/08/2013,Bristol Avon main river,Great Somerford (Te),Barbel,1
28/08/2013,Bristol Avon main river,Great Somerford (Te),Lamprey sp. > ammocoete,0
28/08/2013,Bristol Avon main river,Great Somerford (Te),Bullhead,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Stone loach,
28/08/2013,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
28/08/2013,Bristol Avon main river,Great Somerford (Te),Minnow,
27/08/2013,Bristol Avon main river,Lacock (Te),Barbel,1
27/08/2013,Bristol Avon main river,Lacock (Te),Chub,4
27/08/2013,Bristol Avon main river,Lacock (Te),Roach,21
27/08/2013,Bristol Avon main river,Lacock (Te),Gudgeon,6
27/08/2013,Bristol Avon main river,Lacock (Te),Dace,25
27/08/2013,Bristol Avon main river,Lacock (Te),Bleak,1
27/08/2013,Bristol Avon main river,Lacock (Te),Perch,2
27/08/2013,Bristol Avon main river,Lacock (Te),Pike,0
27/08/2013,Bristol Avon main river,Lacock (Te),European eel,4
27/08/2013,Bristol Avon main river,Lacock (Te),Minnow,
27/08/2013,Bristol Avon main river,Lacock (Te),Stone loach,
27/08/2013,Bristol Avon main river,Lacock (Te),Bullhead,
20/08/2013,Main Bristol Frome,Oldbury Court,Dace,66
20/08/2013,Main Bristol Frome,Oldbury Court,Chub,1
20/08/2013,Main Bristol Frome,Oldbury Court,Roach,26
20/08/2013,Main Bristol Frome,Oldbury Court,European eel,22
20/08/2013,Main Bristol Frome,Oldbury Court,Bullhead,109
20/08/2013,Main Bristol Frome,Oldbury Court,Minnow,104
20/08/2013,Main Bristol Frome,Oldbury Court,Stone loach,29
20/08/2013,Main Bristol Frome,Oldbury Court,3-spined stickleback,3
20/08/2013,Main Bristol Frome,Oldbury Court,European elvers,0
31/07/2013,Main River Chew,Chewton Keynsham,Dace,15
31/07/2013,Main River Chew,Chewton Keynsham,European eel,2
31/07/2013,Main River Chew,Chewton Keynsham,Brook lamprey,0
31/07/2013,Main River Chew,Chewton Keynsham,Roach,20
31/07/2013,Main River Chew,Chewton Keynsham,Gudgeon,17
31/07/2013,Main River Chew,Chewton Keynsham,Brown / sea trout,6
31/07/2013,Main River Chew,Chewton Keynsham,Barbel,1
31/07/2013,Main River Chew,Chewton Keynsham,Bullhead,20
31/07/2013,Main River Chew,Chewton Keynsham,Minnow,50
31/07/2013,Main River Chew,Chewton Keynsham,3-spined stickleback,14
31/07/2013,Main River Chew,Chewton Keynsham,Stone loach,11
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Brown / sea trout,57
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),European eel,5
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Lamprey sp.,1
23/07/2013,Main Newton Brook,Pennsylvania Farm (Se-05),Bullhead,52
16/07/2013,Main River Chew,Keynsham Park (Te),Dace,25
16/07/2013,Main River Chew,Keynsham Park (Te),Roach,33
16/07/2013,Main River Chew,Keynsham Park (Te),Gudgeon,12
16/07/2013,Main River Chew,Keynsham Park (Te),Chub,0
16/07/2013,Main River Chew,Keynsham Park (Te),Stone loach,2
16/07/2013,Main River Chew,Keynsham Park (Te),Minnow,13
16/07/2013,Main River Chew,Keynsham Park (Te),Bullhead,6
16/07/2013,Main River Chew,Keynsham Park (Te),3-spined stickleback,2
16/07/2013,Main River Chew,Keynsham Park (Te),European eels > elvers,1
03/07/2013,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,3
03/07/2013,Main Bristol Frome,Eastville Park (Te),Perch,9
03/07/2013,Main Bristol Frome,Eastville Park (Te),Dace,70
03/07/2013,Main Bristol Frome,Eastville Park (Te),Roach,109
03/07/2013,Main Bristol Frome,Eastville Park (Te),Chub,4
03/07/2013,Main Bristol Frome,Eastville Park (Te),Gudgeon,22
03/07/2013,Main Bristol Frome,Eastville Park (Te),Minnow,17
03/07/2013,Main Bristol Frome,Eastville Park (Te),Stone loach,4
03/07/2013,Main Bristol Frome,Eastville Park (Te),European eels > elvers,18
03/07/2013,Main Bristol Frome,Eastville Park (Te),Bullhead,51
03/07/2013,Main Bristol Frome,Eastville Park (Te),Rudd,1
18/04/2013,By Brook main river,Gatcombe Mill Brook,Bullhead,15
18/04/2013,By Brook main river,Gatcombe Mill Brook,3-spined stickleback,21
18/04/2013,By Brook main river,Gatcombe Mill,Brown / sea trout,12
18/04/2013,By Brook main river,Gatcombe Mill,Bullhead,5
18/04/2013,Doncombe Brook,Fosse Way (Se-03),Brown / sea trout,5
18/04/2013,Doncombe Brook,Fosse Way (Se-03),Bullhead,33
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Brown / sea trout,15
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Bullhead,50
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),Stone loach,4
18/04/2013,Gauze Brook,U/S Of Corston (Se-05),3-spined stickleback,1
16/04/2013,Wellow Brook,Greenacres,Brown / sea trout,2
16/04/2013,Wellow Brook,Greenacres,Bullhead,77
16/04/2013,Wellow Brook,Greenacres,Stone loach,7
16/04/2013,Wellow Brook,Greenacres,European eels > elvers,1
16/04/2013,Wellow Brook,Mill Hill,Brown / sea trout,16
16/04/2013,Wellow Brook,Mill Hill,Bullhead,56
16/04/2013,Wellow Brook,Mill Hill,Stone loach,2
16/04/2013,Wellow Brook,Mill Hill,Lampetra sp.,1
16/04/2013,Wellow Brook,Mill Hill,European eels > elvers,1
16/04/2013,Wellow Brook,Paglinch Farm,Brown / sea trout,2
16/04/2013,Wellow Brook,Paglinch Farm,Bullhead,35
16/04/2013,Wellow Brook,Paglinch Farm,Minnow,2
16/04/2013,Wellow Brook,Welton (Se-04),Brown / sea trout,16
16/04/2013,Wellow Brook,Welton (Se-04),Bullhead,81
16/04/2013,Wellow Brook,Welton (Se-04),Lamprey sp. > ammocoete,4
20/09/2012,By Brook main river,Middlehill,European eels > elvers,1
20/09/2012,By Brook main river,Middlehill,Brown / sea trout,30
20/09/2012,By Brook main river,Middlehill,Grayling,3
20/09/2012,By Brook main river,Middlehill,Bullhead,19
20/09/2012,By Brook main river,Middlehill,Minnow,68
20/09/2012,By Brook main river,Middlehill,Stone loach,4
13/09/2012,Kilmersdon Brook,Foxhills,Brown / sea trout,15
13/09/2012,Kilmersdon Brook,Foxhills,Bullhead,68
13/09/2012,Kilmersdon Brook,Kilmersdon,Bullhead,54
13/09/2012,Kilmersdon Brook,Kilmersdon,Lamprey sp. > ammocoete,1
13/09/2012,Kilmersdon Brook,Kilmersdon,Brown / sea trout,5
12/09/2012,Doncombe Brook,Mount Scylla Wood,Brown / sea trout,11
12/09/2012,Doncombe Brook,Mount Scylla Wood,Bullhead,46
12/09/2012,North Wraxall Brook,Wraxall Park Lower,Bullhead,44
12/09/2012,North Wraxall Brook,Wraxall Park Lower,Brown / sea trout,22
12/09/2012,North Wraxall Brook,Wraxall Park Middle,Bullhead,5
12/09/2012,North Wraxall Brook,Wraxall Park Middle,Brown / sea trout,45
12/09/2012,North Wraxall Brook,Wraxall Park Upper,Bullhead,3
12/09/2012,North Wraxall Brook,Wraxall Park Upper,Brown / sea trout,29
04/09/2012,Main River Chew,Pensford (Te),Brown / sea trout,12
04/09/2012,Main River Chew,Pensford (Te),Dace,2
04/09/2012,Main River Chew,Pensford (Te),European eels > elvers,2
04/09/2012,Main River Chew,Pensford (Te),Bullhead,24
04/09/2012,Main River Chew,Pensford (Te),Minnow,3
22/08/2012,Wellow Brook,Mill Hill,Brown / sea trout,21
22/08/2012,Wellow Brook,Mill Hill,Minnow,5
22/08/2012,Wellow Brook,Mill Hill,Bullhead,17
21/08/2012,Main River Chew,Compton Dando (Te),Dace,19
21/08/2012,Main River Chew,Compton Dando (Te),Chub,2
21/08/2012,Main River Chew,Compton Dando (Te),Brown / sea trout,13
21/08/2012,Main River Chew,Compton Dando (Te),Atlantic salmon,4
21/08/2012,Main River Chew,Compton Dando (Te),Gudgeon,1
21/08/2012,Main River Chew,Compton Dando (Te),European eels > elvers,1
21/08/2012,Main River Chew,Compton Dando (Te),Bullhead,17
21/08/2012,Main River Chew,Compton Dando (Te),Minnow,7
21/08/2012,Main River Chew,Compton Dando (Te),European elvers,0
21/08/2012,Main River Chew,Stanton Drew (Te),Brown / sea trout,2
21/08/2012,Main River Chew,Stanton Drew (Te),Gudgeon,7
21/08/2012,Main River Chew,Stanton Drew (Te),Lampetra sp.,1
21/08/2012,Main River Chew,Stanton Drew (Te),Roach,2
21/08/2012,Main River Chew,Stanton Drew (Te),3-spined stickleback,8
21/08/2012,Main River Chew,Stanton Drew (Te),Bullhead,69
21/08/2012,Main River Chew,Stanton Drew (Te),Minnow,9
21/08/2012,Main River Chew,Stanton Drew (Te),Stone loach,1
21/08/2012,Main River Chew,Stanton Drew (Te),Rainbow trout,0
21/08/2012,Main River Chew,Stanton Drew (Te),Rudd,0
21/08/2012,Main River Chew,Stanton Drew (Te),European elvers,0
21/08/2012,Main River Chew,Stanton Drew (Te),European eels > elvers,8
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Roach,105
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Gudgeon,7
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Chub,5
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Common bream,2
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Perch,4
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Dace,8
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Bullhead,16
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Minnow,5
15/08/2012,Main Bristol Frome,Damsons Bridge (Te),Stone loach,5
09/08/2012,Main Bristol Frome,Meadowmead,Chub,20
09/08/2012,Main Bristol Frome,Meadowmead,Roach,22
09/08/2012,Main Bristol Frome,Meadowmead,Dace,24
09/08/2012,Main Bristol Frome,Meadowmead,Brown / sea trout,5
09/08/2012,Main Bristol Frome,Meadowmead,Perch,2
09/08/2012,Main Bristol Frome,Meadowmead,Gudgeon,6
09/08/2012,Main Bristol Frome,Meadowmead,European eels > elvers,2
09/08/2012,Main Bristol Frome,Meadowmead,Bullhead,38
09/08/2012,Main Bristol Frome,Meadowmead,Minnow,24
09/08/2012,Main Bristol Frome,Meadowmead,Stone loach,17
09/08/2012,Main Bristol Frome,Meadowmead,3-spined stickleback,1
09/08/2012,Main Bristol Frome,St Johns Park,Roach,1
09/08/2012,Main Bristol Frome,St Johns Park,Brown / sea trout,2
09/08/2012,Main Bristol Frome,St Johns Park,3-spined stickleback,15
09/08/2012,Main Bristol Frome,St Johns Park,Bullhead,25
02/08/2012,Main Semington Brook,Baldham Farm,Roach,13
02/08/2012,Main Semington Brook,Baldham Farm,Chub,4
02/08/2012,Main Semington Brook,Baldham Farm,Brown / sea trout,4
02/08/2012,Main Semington Brook,Baldham Farm,3-spined stickleback,3
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Chub,5
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Dace,5
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Roach,20
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Gudgeon,1
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Minnow,5
02/08/2012,Main Semington Brook,Mill Farm Bulkington,Brown / sea trout,18
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Bullhead,8
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Minnow,2
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Stone loach,1
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Dace,5
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Perch,2
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Roach,3
02/08/2012,Main Semington Brook,Whaddon Grove Farm,Gudgeon,1
01/08/2012,Main Semington Brook,Great Cheverell Mill,Brown / sea trout,7
01/08/2012,Main Semington Brook,Great Cheverell Mill,Bullhead,1
01/08/2012,Main Semington Brook,Great Cheverell Mill,Stone loach,1
01/08/2012,Main Semington Brook,Great Cheverell Mill,3-spined stickleback,4
28/06/2012,Bitham Brook,Horse Bridge (Te),Dace,8
28/06/2012,Bitham Brook,Horse Bridge (Te),Bullhead,9
28/06/2012,Bitham Brook,Horse Bridge (Te),Minnow,33
28/06/2012,Bitham Brook,Horse Bridge (Te),3-spined stickleback,7
28/06/2012,Main River Biss,Ashton Hill Farm,Chub,2
28/06/2012,Main River Biss,Ashton Hill Farm,Dace,5
28/06/2012,Main River Biss,Ashton Hill Farm,Roach,2
28/06/2012,Main River Biss,Ashton Hill Farm,Bullhead,4
28/06/2012,Main River Biss,Ashton Hill Farm,Minnow,7
28/06/2012,Main River Biss,Ashton Hill Farm,Brown / sea trout,1
17/05/2012,Bradley Brook,Trench Lane,Roach,1
17/05/2012,Bradley Brook,Trench Lane,Bullhead,84
17/05/2012,Bradley Brook,Trench Lane,Minnow,23
17/05/2012,Bradley Brook,Trench Lane,Stone loach,12
17/05/2012,Bradley Brook,Trench Lane,3-spined stickleback,8
17/05/2012,Bradley Brook,Winterbourne (Te),Bullhead,61
17/05/2012,Bradley Brook,Winterbourne (Te),Minnow,91
17/05/2012,Bradley Brook,Winterbourne (Te),Stone loach,29
17/05/2012,Bradley Brook,Winterbourne (Te),3-spined stickleback,3
17/05/2012,Ladden Brook,Ashworthy Farm,European eels > elvers,2
17/05/2012,Ladden Brook,Ashworthy Farm,Bullhead,38
17/05/2012,Ladden Brook,Ashworthy Farm,Stone loach,22
17/05/2012,Ladden Brook,Ashworthy Farm,3-spined stickleback,9
17/05/2012,Ladden Brook,New House Farm,Bullhead,9
17/05/2012,Ladden Brook,New House Farm,3-spined stickleback,16
16/05/2012,Bitham Brook,D/s Home Farm,3-spined stickleback,98
16/05/2012,Bitham Brook,D/s Home Farm,Bullhead,2
16/05/2012,Bitham Brook,D/s Home Farm,Stone loach,2
16/05/2012,Main River Biss,Brook House,Brown / sea trout,1
16/05/2012,Main River Biss,Brook House,Bullhead,4
16/05/2012,Main River Biss,Brook House,3-spined stickleback,1
31/08/2011,Bristol Avon main river,Chippenham (Te),Bleak,18
31/08/2011,Bristol Avon main river,Chippenham (Te),Chub,52
31/08/2011,Bristol Avon main river,Chippenham (Te),Dace,16
31/08/2011,Bristol Avon main river,Chippenham (Te),Gudgeon,16
31/08/2011,Bristol Avon main river,Chippenham (Te),Perch,16
31/08/2011,Bristol Avon main river,Chippenham (Te),Pike,2
31/08/2011,Bristol Avon main river,Chippenham (Te),Roach,154
31/08/2011,Bristol Avon main river,Chippenham (Te),European eels > elvers,1
31/08/2011,Bristol Avon main river,Chippenham (Te),Minnow,
31/08/2011,Bristol Avon main river,Chippenham (Te),Bullhead,
31/08/2011,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,3
30/08/2011,Bristol Avon main river,Great Somerford (Te),Rainbow trout,1
30/08/2011,Bristol Avon main river,Great Somerford (Te),Gudgeon,27
30/08/2011,Bristol Avon main river,Great Somerford (Te),Chub,23
30/08/2011,Bristol Avon main river,Great Somerford (Te),Dace,28
30/08/2011,Bristol Avon main river,Great Somerford (Te),Roach,3
30/08/2011,Bristol Avon main river,Great Somerford (Te),Perch,2
30/08/2011,Bristol Avon main river,Great Somerford (Te),Barbel,1
30/08/2011,Bristol Avon main river,Great Somerford (Te),Bleak,2
30/08/2011,Bristol Avon main river,Great Somerford (Te),Pike,0
30/08/2011,Bristol Avon main river,Great Somerford (Te),Minnow,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Bullhead,
30/08/2011,Bristol Avon main river,Great Somerford (Te),Stone loach,
30/08/2011,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
21/07/2011,Bristol Avon main river,Lacock (Te),Chub,18
21/07/2011,Bristol Avon main river,Lacock (Te),Perch,6
21/07/2011,Bristol Avon main river,Lacock (Te),Pike,3
21/07/2011,Bristol Avon main river,Lacock (Te),Bleak,10
21/07/2011,Bristol Avon main river,Lacock (Te),Dace,44
21/07/2011,Bristol Avon main river,Lacock (Te),Roach,77
21/07/2011,Bristol Avon main river,Lacock (Te),Barbel,25
21/07/2011,Bristol Avon main river,Lacock (Te),Gudgeon,36
21/07/2011,Bristol Avon main river,Lacock (Te),Brown / sea trout,2
21/07/2011,Bristol Avon main river,Lacock (Te),Lamprey sp. ammocoetes,1
21/07/2011,Bristol Avon main river,Lacock (Te),European eels > elvers,3
21/07/2011,Bristol Avon main river,Lacock (Te),Minnow,
21/07/2011,Bristol Avon main river,Lacock (Te),Bullhead,
21/07/2011,Bristol Avon main river,Lacock (Te),Stone loach,
21/07/2011,Bristol Avon main river,Lacock (Te),3-spined stickleback,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Chub,13
19/07/2011,Bristol Avon main river,Christian Malford (Te),Roach,106
19/07/2011,Bristol Avon main river,Christian Malford (Te),Dace,29
19/07/2011,Bristol Avon main river,Christian Malford (Te),Bleak,5
19/07/2011,Bristol Avon main river,Christian Malford (Te),Gudgeon,4
19/07/2011,Bristol Avon main river,Christian Malford (Te),Perch,17
19/07/2011,Bristol Avon main river,Christian Malford (Te),Pike,3
19/07/2011,Bristol Avon main river,Christian Malford (Te),European eels > elvers,1
19/07/2011,Bristol Avon main river,Christian Malford (Te),Brook lamprey ammocoetes,0
19/07/2011,Bristol Avon main river,Christian Malford (Te),Minnow,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Stone loach,
19/07/2011,Bristol Avon main river,Christian Malford (Te),Bullhead,
13/07/2011,Main Bristol Frome,Eastville Park (Te),Perch,27
13/07/2011,Main Bristol Frome,Eastville Park (Te),Chub,7
13/07/2011,Main Bristol Frome,Eastville Park (Te),Roach,44
13/07/2011,Main Bristol Frome,Eastville Park (Te),Dace,103
13/07/2011,Main Bristol Frome,Eastville Park (Te),Gudgeon,38
13/07/2011,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,6
13/07/2011,Main Bristol Frome,Eastville Park (Te),European eels > elvers,63
13/07/2011,Main Bristol Frome,Eastville Park (Te),Bullhead,118
13/07/2011,Main Bristol Frome,Eastville Park (Te),Minnow,68
13/07/2011,Main Bristol Frome,Eastville Park (Te),Stone loach,9
13/07/2011,Main Bristol Frome,Eastville Park (Te),European elvers,1
05/07/2011,Main River Chew,Chew Magna,Perch,3
05/07/2011,Main River Chew,Chew Magna,Dace,16
05/07/2011,Main River Chew,Chew Magna,Roach,20
05/07/2011,Main River Chew,Chew Magna,Gudgeon,43
05/07/2011,Main River Chew,Chew Magna,European eels > elvers,12
05/07/2011,Main River Chew,Chew Magna,Stone loach,1
05/07/2011,Main River Chew,Chew Magna,3-spined stickleback,7
05/07/2011,Main River Chew,Chew Magna,Bullhead,8
05/07/2011,Main River Chew,Chew Magna,Minnow,20
25/05/2011,Main Midford Brook,Road Bridge (Se-04),European eel,1
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Dace,5
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Brown / sea trout,35
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Rainbow trout,24
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Bullhead,92
25/05/2011,Main Midford Brook,Road Bridge (Se-04),3-spined stickleback,1
25/05/2011,Main Midford Brook,Road Bridge (Se-04),Minnow,23
25/05/2011,Main River Chew,Shrowl Bridge (Te),Bullhead,69
25/05/2011,Main River Chew,Shrowl Bridge (Te),3-spined stickleback,21
25/05/2011,Main River Chew,Shrowl Bridge (Te),Brown / sea trout,31
25/05/2011,Main River Chew,Shrowl Bridge (Te),Rainbow trout,2
25/05/2011,Main River Chew,Shrowl Bridge (Te),Roach,4
25/05/2011,Main River Chew,Shrowl Bridge (Te),Brook lamprey ammocoetes,2
19/05/2011,Main River Marden,Calne STW (Te),Brown / sea trout,34
19/05/2011,Main River Marden,Calne STW (Te),Dace,7
19/05/2011,Main River Marden,Calne STW (Te),Roach,1
19/05/2011,Main River Marden,Calne STW (Te),Bullhead,69
19/05/2011,Main River Marden,Calne STW (Te),Minnow,13
19/05/2011,Main River Marden,Calne STW (Te),Stone loach,2
19/05/2011,Main River Marden,Stanley,Barbel,5
19/05/2011,Main River Marden,Stanley,Bullhead,13
19/05/2011,Main River Marden,Stanley,Chub,36
19/05/2011,Main River Marden,Stanley,Dace,12
19/05/2011,Main River Marden,Stanley,Gudgeon,7
19/05/2011,Main River Marden,Stanley,Minnow,131
19/05/2011,Main River Marden,Stanley,Perch,1
19/05/2011,Main River Marden,Stanley,Roach,3
19/05/2011,Main River Marden,Stanley,Stone loach,4
19/05/2011,Main River Marden,Stanley,Brown / sea trout,2
19/05/2011,Main River Marden,Stanley,3-spined stickleback,10
18/05/2011,Winford Brook,Littleton Mill (Se-04),Brown / sea trout,5
18/05/2011,Winford Brook,Littleton Mill (Se-04),Bullhead,24
18/05/2011,Winford Brook,Littleton Mill (Se-04),3-spined stickleback,4
18/05/2011,Winford Brook,Littleton Mill (Se-04),Roach,1
18/05/2011,Winford Brook,Littleton Mill (Se-04),Rainbow trout,1
17/05/2011,Wellow Brook,Welton (Se-04),Brown / sea trout,8
17/05/2011,Wellow Brook,Welton (Se-04),Bullhead,103
17/05/2011,Wellow Brook,Welton (Se-04),Lamprey sp. ammocoetes,4
17/05/2011,Wellow Brook,Welton (Se-04),3-spined stickleback,1
17/05/2011,Wellow Brook,White Bridge,Bullhead,31
17/05/2011,Wellow Brook,White Bridge,3-spined stickleback,39
17/05/2011,Wellow Brook,White Bridge,Brown / sea trout,3
10/05/2011,Cam Brook,Dunkerton (Se-04),Brown / sea trout,31
10/05/2011,Cam Brook,Dunkerton (Se-04),Bullhead,163
10/05/2011,Cam Brook,Dunkerton (Se-04),3-spined stickleback,2
10/05/2011,Cam Brook,Temple Bridge (Se-04),Brown / sea trout,38
10/05/2011,Cam Brook,Temple Bridge (Se-04),Brook lamprey ammocoetes,1
10/05/2011,Cam Brook,Temple Bridge (Se-04),Bullhead,14
10/05/2011,Cam Brook,Temple Bridge (Se-04),3-spined stickleback,3
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Chub,28
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Roach,76
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Gudgeon,44
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Dace,17
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Pike,2
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Perch,1
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),European eels > elvers,2
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Brook lamprey,0
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Bullhead,
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),3-spined stickleback,
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Stone loach,
29/09/2010,Main Somerset Frome,D/S Scutts Bridge (Te),Minnow,
01/09/2010,Bristol Avon main river,Chippenham (Te),Barbel,5
01/09/2010,Bristol Avon main river,Chippenham (Te),Bleak,42
01/09/2010,Bristol Avon main river,Chippenham (Te),Chub,36
01/09/2010,Bristol Avon main river,Chippenham (Te),Dace,17
01/09/2010,Bristol Avon main river,Chippenham (Te),European eels > elvers,4
01/09/2010,Bristol Avon main river,Chippenham (Te),Brook lamprey ammocoetes,1
01/09/2010,Bristol Avon main river,Chippenham (Te),Perch,17
01/09/2010,Bristol Avon main river,Chippenham (Te),Pike,4
01/09/2010,Bristol Avon main river,Chippenham (Te),Roach,134
01/09/2010,Bristol Avon main river,Chippenham (Te),Brown / sea trout,1
01/09/2010,Bristol Avon main river,Chippenham (Te),Gudgeon,19
01/09/2010,Bristol Avon main river,Chippenham (Te),Minnow,
01/09/2010,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
01/09/2010,Bristol Avon main river,Chippenham (Te),Bullhead,
01/09/2010,Bristol Avon main river,Chippenham (Te),Stone loach,
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Chub,41
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Dace,155
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),European eels > elvers,2
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Gudgeon,85
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Perch,17
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Roach,32
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Grayling,3
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Brown / sea trout,7
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),3-spined stickleback,
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Bullhead,
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Minnow,
19/08/2010,Main Somerset Frome,Snarlton Farm (Te),Stone loach,
18/08/2010,Main Somerset Frome,Tellisford (Te06),Barbel,1
18/08/2010,Main Somerset Frome,Tellisford (Te06),Chub,42
18/08/2010,Main Somerset Frome,Tellisford (Te06),Dace,84
18/08/2010,Main Somerset Frome,Tellisford (Te06),Gudgeon,6
18/08/2010,Main Somerset Frome,Tellisford (Te06),Perch,6
18/08/2010,Main Somerset Frome,Tellisford (Te06),Roach,20
18/08/2010,Main Somerset Frome,Tellisford (Te06),Brown / sea trout,19
18/08/2010,Main Somerset Frome,Tellisford (Te06),Rainbow trout,2
18/08/2010,Main Somerset Frome,Tellisford (Te06),European eels > elvers,0
18/08/2010,Main Somerset Frome,Tellisford (Te06),3-spined stickleback,
18/08/2010,Main Somerset Frome,Tellisford (Te06),Bullhead,
18/08/2010,Main Somerset Frome,Tellisford (Te06),Minnow,
18/08/2010,Main Somerset Frome,Tellisford (Te06),Stone loach,
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Chub,3
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Dace,4
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Gudgeon,17
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Perch,3
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Pike,4
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Roach,23
17/08/2010,Main Somerset Frome,Blatchbridge (Te),European eels > elvers,1
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Minnow,
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Bullhead,
17/08/2010,Main Somerset Frome,Blatchbridge (Te),Stone loach,
11/08/2010,Bristol Avon main river,Christian Malford (Te),Bleak,2
11/08/2010,Bristol Avon main river,Christian Malford (Te),Chub,15
11/08/2010,Bristol Avon main river,Christian Malford (Te),Dace,1
11/08/2010,Bristol Avon main river,Christian Malford (Te),European eels > elvers,1
11/08/2010,Bristol Avon main river,Christian Malford (Te),Perch,5
11/08/2010,Bristol Avon main river,Christian Malford (Te),Roach,40
